	intent	precision
0	flight	0.8922155688622755
1	flight_time	0.013157894736842105
2	airfare	0.6790123456790124
3	aircraft	0.2
4	ground_service	0.7777777777777778
5	airport	0.030878859857482184
6	airline	0.24193548387096775
7	distance	0.1232876712328767
8	abbreviation	0.8461538461538461
9	ground_fare	0.26666666666666666
10	quantity	0.0
11	city	0.008237232289950576
12	flight_no	0.03587443946188341
13	capacity	0.782608695652174
14	meal	0.2
15	restriction	0.0
16	cheapest	0.0
